Sample ID,Description,Lot/Batch #,S-Code,Category,Sub-Category,Strain Name,Strain Type,Batch Size,Sample increments,Weight (g),Order ID,Sampled Date,Received Date,Completed Date,Sampling Address,Cultivation/Manufacturing Address,Collection Type,Shipping Carrier,Sample Condition,PO #,Turnaround Time,Est. Completion Date,Special Instructions,Sample Pass/Fail,Cannabinoid Profile Pass/Fail,Microbiological Screen (Inhalables) Pass/Fail,Microbiological Screen(Non-Inhalables) Pass/ Fail,Pesticide Screen Phase 2 Pass/ Fail,Residual Solvents Phase 2 Pass/ Fail,Heavy Metals Pass/Fail,Mycotoxins Pass/Fail,Water Activity Pass/Fail,Foreign Material Pass/Fail,Moisture Pass/Fail,Water Activity,Moisture %,d8 THC (mg/g),d8 THC (mg/ml),d8 THC (dry) Percent,d8 THC mg/serving,d8 THC mg/package,d9 THC (mg/g),d9 THC (mg/ml),d9 THC (dry) Percent,d9 THC mg/serving,d9 THC mg/package,THCA (mg/g),THCA (mg/ml),THCA (dry) Percent,THCA mg/serving,THCA mg/package,THCV (mg/g),THCV (mg/ml),THCV (dry) Precent,THCV (mg/serving),THCV (mg/package),THCVA (mg/g),THCVA (mg/ml),THCVA (dry) Precent,THCVA (mg/serving),THCVA (mg/package),CBD (mg/g),CBD (mg/ml),CBD (dry) Precent,CBD (mg/serving),CBD (mg/package),CBDA (mg/g),CBDA (mg/ml),CBDA (dry) Precent,CBDA (mg/serving),CBDA (mg/package),CBDV (mg/g),CBDV (mg/ml),CBDV (dry) Precent,CBDV (mg/serving),CBDV (mg/package),CBN (mg/g),CBN (mg/ml),CBN (dry) Precent,CBN (mg/serving),CBN (mg/package),CBG (mg/g),CBG (mg/ml),CBG (dry) Precent,CBG (mg/serving),CBG (mg/package),CBC (mg/g),CBC (mg/ml),CBC (dry) Precent,CBC (mg/serving),CBC (mg/package),CBCA (mg/g),CBCA (mg/ml),CBCA (dry) Precent,CBCA (mg/serving),CBCA (mg/package),CBGA (mg/g),CBGA (mg/ml),CBGA (dry) Precent,CBGA (mg/serving),CBGA (mg/package),Total THC mg/g,Total THC mg/ml,Total THC (dry) mg/g,Total THC (dry) mg/ml,Total THC Percent,Total THC (dry) Percent,Total THC (mg/serving),Total THC (mg/package),Total CBD mg/g,Total CBD mg/ml,Total CBD (dry) mg/g,Total CBD (dry) mg/ml,Total CBD Percent,Total CBD (dry) Percent,Total CBD (mg/serving),Total CBD (mg/package),Total mg/g,Total mg/ml,Total (dry) mg/g,Total (dry) mg/ml,Total Percent,Total (dry) Percent,Total (mg/serving),Total (mg/package),Terpinolene (%),Eudesmol (%),α-Pinene (%),β-Pinene (%),Camphene (%),Eucalyptol (%),Isopulegol (%),Menthol (%),Borneol (%),Trans-Beta-Ocimene (%),Cis-Beta-Ocimene (%),Geraniol (%),Linalool (%),Guaiol (%),α-Bisabolol (%),α-Terpinene (%),Citronellol (%),δ-3-Carene (%),Cis-Nerolidol (%),Trans-Nerolidol (%),Limonene (%),P-Cymene (%),γ-Terpinene (%),α-Terpineol (%),ß-Myrcene (%),CaryophylleneOxide (%),α-Humulene (%),ß-Caryophyllene (%),Aerobic Plate Count (cfu/g),Yeast (cfu/g),Mold (cfu/g),Coliforms (cfu/g),E. Coli (cfu/g),Salmonella (per 1g),Listeria (per 1g),Pseudomonas (cfu/g),Aspergillus,Aspergillus Fumigatus,Aspergillus Flavus,Aspergillus Niger,Aspergillus Terreus,2-Phenylphenol,3-Hydroxycarbofuran,"4,4'-Methoxychlor olefin",5-OH Thiabendazole*,Abamectin,Acephate,Acequinocyl*,Acetamiprid,Acetochlor,Alachlor,Aldicarb,Aldicarb Sulfone,Aldicarb sulfoxide*,Aldrin*,Atrazine,Azoxystrobin,BHC alpha,BHC beta,Benfluralin,Bifenazate,Bifenthrin,Bitertanol,Boscalid*,Buprofezin,Captan,Carbaryl,Carbendazim (MBC),Carbofuran,Carfentrazone ethyl,Chlorantraniliprole,Chlordane cis,Chlordane trans,Chlorfenapyr,Chlorobenzilate,Chlorotoluron,Chlorpropham,Chlorpyrifos,Chlorpyrifos methyl,Chlorthiophos,Clethodim,Clofentezine,Clomazone,Clothianidin,Coumaphos,Cyazofamid*,Cyfluthrin,Cymoxanil*,Cypermethrin,Cyprodinil*,Cyromazine,DCPA (Dacthal),Daminozide**,Diallate,Diazinon,Dichlorvos,Dieldrin,Diflubenzuron,Dimethachlor,Dimethoate*,Dimethomorph,Diniconazole,Dinotefuran,Diphenamid,Diphenylamine (DPA),Diuron,Esfenvalerate,Ethalfluralin,Ethoprophos,Ethylan,Etofenprox,Etoxazole,Etridazole*,Fenarimol,Fenbuconazole,Fenhexamid,Fenoxycarb,Fenpropimorph,Fenpyroximate*,Fenthion,Fenvalerate,Fipronil,Flonicamid*,Fluazifop-P-butyl,Flubendiamide,Fluchloralin,Flucythrinate,Fludioxanil,Fluoxastrobin,Flusilazole,Flutolanil,Flutriafol,Fonofos*,Formetanate Hydrochloride,Heptachlor,Hexachlorobenzene,Hexaconazole,Hexazinone,Hexythiazox (a)*,Imazalil,Imidacloprid,Indoxacarb*,Isazophos,Isopropalin,Isoproturon,Kresoxim Methyl,Lindane,Linuron*,MGK 264*,Malathion,Mandipropamid,Metalaxyl,Methamidophos,Methiocarb,Methomyl,Methoxychlor*,Methoxyfenozide,Metolachlor,Mevinphos,Mirex*,Myclobutanil*,Naled (b)**,Novaluron,Omethoate*,Oxadiazon,Oxamyl,Oxyflourfen,Paclobutrazol,Parathion,Parathion Methyl*,Pebulate*,Penconazole,Pendimethalin,Pentachloroaniline,Pentachloroanisole,Pentachlorobenzene,Pentachlorobenzonitrile,Pentachloronitrobenzene,Permethrins,Phosmet,Piperonyl Butoxide,Pirimicarb,Pirimiphos methyl,Pirimiphos-ethyl,Prallethrin**,Pretilachlor,Prochloraz*,Procymidone,Propamocarb,Propargite,Propiconazole,Propisochlor,Propoxur,Propyzamide,Prothiofos,Pymetrozine,Pyraclostrobin,Pyretrhins,Pyridaben,Pyrimethanil,Pyriproxyfen,Quinalphos,Quintozene,Spinetoram,Spinosad,Spiromesifen,Spirotetramat,Spiroxamine,Sulfentrazone,Sulfotep,Tau-Fluvalinate,Tebuconazole,Tebufenozide,Tecnazene,Tefluthrin,Terbutylazine,"Tetrachloroaniline, 2,3,5,6-",Tetradifon,Thiaclorprid,Thiamethoxam,Thiobencarb,Tolclofos-methyl,Transfluthrin,Triadimefon,Triallate,Trichlorfon,Tricyclazole,Trifloxystrobin,Triflumizole,Trifluralin,Vamidothion,Vinclozolin,Isobutane (ppm),n-Butane (ppm),n-Pentane (ppm),Ethanol (ppm),Acetone (ppm),Acetonitrile (ppm),n-Hexane (ppm),Tetrahydrofuran (ppm),Chloroform (ppm),Carbon Tetrachloride (ppm),Benzene (ppm),n-Heptane (ppm),Toluene (ppm),M+P-Xylene (ppm),O-Xylene (ppm),Methanol (ppm),"1,2-Dichloroethane (ppm)",Ethyl Acetate (ppm),Ethyl Ether (ppm),Ethylene Oxide (ppm),Isopropyl Alcohol (ppm),Methylene Chloride (ppm),Propane (ppm),Trichloroethylene (ppm),Total Xylenes,Arsenic (ppm),Arsenic Pass/Fail,Cadmium (ppm),Cadmium Pass/Fail,Lead (ppm),Lead Pass/Fail,Mercury (ppm),Mercury Pass/Fail,Total Aflatoxins,Total Aflatoxins Pass/Fail,Ochratoxins,Ochratoxins Pass/Fail,"Sand, Soils, Cinders, and Dirt","Sand, Soils, Cinders, and Dirt Pass/Fail",Imbedded foreign materail,Imbedded foreign materail Pass/Fail,Insect fragment,Insect fragment Pass/Fail,Mammalian excreta,Mammalian excreta Pass/Fail,Hair,Hair Pass/Fail
1146772,Northern Skunk Tincture S1 QC,CHM-TRNNSK221220-S1,,Edible,Tincture,,,,,,540221,12/21/2022,12/22/2022,12/29/2022,"SG Scientific
1940 Union St Suite 25
Oakland 94607
CDPH-10003064",,Anresco Pick-Up,Anresco Pick-Up,Refrigerated,,3-4 day (standard),12/28/2022,,,,,,,,,,,,,,0,ND,,0,,,268.639,,26.8639,,,58.1533,,5.81533,,,1.1068,,0.11068,,,0.1925,,0.01925,,,3.0967,,0.30967,,,2.4877,,0.24877,,,ND,,0,,,3.3513,,0.33513,,,2.2233,,0.22233,,,2.3567,,0.23567,,,2.6276,,0.26276,,,0.9995,,0.09995,,,319.639,,319.639,,31.9639,31.9639,,,5.27841,,5.27841,,0.527841,0.527841,,,345.234,,345.234,,34.5234,34.5234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1146773,Yellow Moods QC,MDS-5:1-YLO2212-S1,,Edible,Tincture,,,,,,540221,12/21/2022,12/22/2022,12/29/2022,"SG Scientific
1940 Union St Suite 25
Oakland 94607
CDPH-10003064",,Anresco Pick-Up,Anresco Pick-Up,Refrigerated,,3-4 day (standard),12/28/2022,,,,,,,,,,,,,,0,ND,,0,,,15.1812,,1.51812,,,31.5292,,3.15292,,,ND,,0,,,0.0699,,0.00699,,,108.0984,,10.8098,,,95.8486,,9.58486,,,0.6231,,0.06231,,,0.4917,,0.04917,,,1.6912,,0.16912,,,2.0743,,0.20743,,,10.3518,,1.03518,,,ND,,0,,,42.8323,,42.8323,,4.28323,4.28323,,,192.158,,192.158,,19.2158,19.2158,,,265.959,,265.959,,26.5959,26.5959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1145690,Moods by Chemistry. Purple 1:3 15 mL Tincture,MDS-1:3-PRP2212-TNT,1A4060300004D2B000001833,Edible,Tincture,,,,,184.6,539894,12/9/2022,12/9/2022,12/14/2022,"SG Distribution
1940 Union St , Unit 25
Oakland 94607
C11-0000713-LIC","SG Scientific
1940 Union St Suite 25
Oakland 94607
CDPH-10003064",Anresco Pick-Up,Anresco Pick-Up,Refrigerated,,3-4 day (standard),12/14/2022,,Pass,Pass,,Pass,Pass,Pass,Pass,Pass,,Pass,,,0,ND,0,0,0,0,10.6046,10.0532,1.06046,150.797,150.797,4.089,3.87637,0.4089,58.1456,58.1456,ND,0,0,0,0,ND,0,0,0,0,3.6767,3.48551,0.36767,52.2827,52.2827,1.0037,0.951508,0.10037,14.2726,14.2726,ND,0,0,0,0,0.2799,0.265345,0.02799,3.98018,3.98018,3.9892,3.78176,0.39892,56.7264,56.7264,0.2886,0.273593,0.02886,4.10389,4.10389,0.0741,0.0702468,0.00741,1.0537,1.0537,0.0681,0.0645588,0.00681,0.968382,0.968382,14.1907,13.4528,14.1907,,1.41907,1.41907,201.792,201.792,4.55694,4.31998,4.55694,,0.455694,0.455694,64.7997,64.7997,23.9317,22.6873,23.9317,,2.39317,2.39317,340.309,340.309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative/25g,,,,,,,,,,,,ND,ND,ND,ND,,,ND,,,,,ND,,,,ND,ND,,ND,,ND,ND,,ND,,ND,ND,ND,ND,,,,ND,,,,ND,,,ND,,ND,,ND,,,,ND,,ND,ND,,,,ND,ND,,,,,,,,ND,,ND,ND,,,,ND,ND,,ND,,,ND,ND,,,,,ND,,,,,,,,,,,ND,ND,ND,,,,,ND,,,,ND,,ND,,ND,ND,,,,ND,,ND,ND,,,,ND,,ND,,ND,,,,,,,,,ND,ND,ND,,,,ND,,,,,,ND,,ND,,,,,ND,ND,,,,,ND,ND,ND,ND,ND,,,,ND,,,,,,,ND,ND,,,,,,,,ND,,,,,,ND,ND,ND,ND,ND,ND,,ND,,ND,ND,ND,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Pass,ND,Pass,ND,Pass,ND,Pass,0,Pass,ND,Pass,ND,Pass,ND,Pass,ND,Pass,ND,Pass,ND,Pass
1144540,Moods by Chemistry. Orange 3:1 15 mL Tincture,MDS-3:1-ONG2211-TNT,1A4060300004D2B000001804,Edible,Tincture,,,,,184.6,539638,11/30/2022,11/30/2022,12/6/2022,"SG Distribution
1940 Union St , Unit 25
Oakland 94607
C11-0000713-LIC","SG Scientific
1940 Union St Suite 25
Oakland 94607
CDPH-10003064",Anresco Pick-Up,Anresco Pick-Up,Refrigerated,,3-4 day (standard),12/5/2022,,Pass,Pass,,Pass,Pass,Pass,Pass,Pass,,Pass,,,0,ND,0,0,0,0,3.9973,3.95133,0.39973,59.272,59.272,3.2924,3.25454,0.32924,48.8197,48.8197,1.3957,1.37965,0.13957,20.6954,20.6954,ND,0,0,0,0,11.6399,11.506,1.16399,172.596,172.596,2.1016,2.07743,0.21016,31.1625,31.1625,ND,0,0,0,0,0.1184,0.117038,0.01184,1.75564,1.75564,0.1537,0.151932,0.01537,2.27906,2.27906,0.2346,0.231902,0.02346,3.47865,3.47865,0.1376,0.136018,0.01376,2.04033,2.04033,0.0696,0.0687996,0.00696,1.03203,1.03203,6.88473,6.80556,6.88473,,0.688473,0.688473,102.087,102.087,13.483,13.3279,13.483,,1.3483,1.3483,199.926,199.926,22.6615,22.4009,22.6615,,2.26615,2.26615,336.025,336.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,,,,,,,,,,,,ND,ND,ND,ND,,,ND,,,,,ND,,,,ND,ND,,ND,,ND,ND,,ND,,ND,ND,ND,ND,,,,ND,,,,ND,,,ND,,ND,,ND,,,,ND,,ND,ND,,,,ND,ND,,,,,,,,ND,,ND,ND,,,,ND,ND,,ND,,,ND,ND,,,,,ND,,,,,,,,,,,ND,ND,ND,,,,,ND,,,,ND,,ND,,ND,ND,,,,ND,,ND,ND,,,,ND,,ND,,ND,,,,,,,,,ND,ND,ND,,,,ND,,,,,,ND,,ND,,,,,ND,ND,,,,,ND,ND,ND,ND,ND,,,,ND,,,,,,,ND,ND,,,,,,,,ND,,,,,,ND,ND,ND,ND,ND,ND,,ND,,ND,ND,ND,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Pass,ND,Pass,ND,Pass,ND,Pass,0,Pass,ND,Pass,ND,Pass,ND,Pass,ND,Pass,ND,Pass,ND,Pass
1144541,Purple Moods QC,MDS-1:3-PRP2212-S1,,Edible,Tincture,,,,,,539639,11/30/2022,11/30/2022,12/5/2022,"SG Scientific
1940 Union St Suite 25
Oakland 94607
CDPH-10003064",,Anresco Pick-Up,Anresco Pick-Up,Refrigerated,,3-4 day (standard),12/5/2022,,,,,,,,,,,,,,0,ND,,0,,,83.9942,,8.39942,,,16.7062,,1.67062,,,0.4756,,0.04756,,,ND,,0,,,28.0996,,2.80996,,,7.7734,,0.77734,,,0.1017,,0.01017,,,2.1373,,0.21373,,,31.0565,,3.10565,,,2.0737,,0.20737,,,0.6484,,0.06484,,,0.5707,,0.05707,,,98.6455,,98.6455,,9.86455,9.86455,,,34.9169,,34.9169,,3.49169,3.49169,,,173.536,,173.536,,17.3536,17.3536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1143809,Moods by Chemistry. Blue 1:10 15 mL Tincture,MDS-1:10-BLU2211-TNT,1A4060300004D2B000002541,Edible,Tincture,,,,,184.6,539376,11/17/2022,11/18/2022,11/23/2022,"SG Distribution
1940 Union St , Unit 25
Oakland 94607
C11-0000713-LIC","SG Scientific
1940 Union St Suite 25
Oakland 94607
CDPH-10003064",Anresco Pick-Up,Anresco Pick-Up,Refrigerated,,3-4 day (standard),11/22/2022,,Pass,Pass,,Pass,Pass,Pass,Pass,Pass,,Pass,,,0,ND,0,0,0,0,12.3194,11.6788,1.23194,175.182,175.182,2.9519,2.7984,0.29519,41.976,41.976,ND,0,0,0,0,ND,0,0,0,0,1.3717,1.30037,0.13717,19.5056,19.5056,2.7137,2.57259,0.27137,38.5888,38.5888,ND,0,0,0,0,4.3398,4.11413,0.43398,61.712,61.712,0.2205,0.209034,0.02205,3.13551,3.13551,0.1706,0.161729,0.01706,2.42593,2.42593,0.196,0.185808,0.0196,2.78712,2.78712,0.1691,0.160307,0.01691,2.4046,2.4046,14.9082,14.133,14.9082,,1.49082,1.49082,211.995,211.995,3.75161,3.55653,3.75161,,0.375161,0.375161,53.3479,53.3479,23.917,22.6733,23.917,,2.3917,2.3917,340.1,340.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative/25g,,,,,,,,,,,,ND,ND,ND,ND,,,ND,,,,,ND,,,,ND,ND,,ND,,ND,ND,,ND,,ND,ND,ND,ND,,,,ND,,,,ND,,,ND,,ND,,ND,,,,ND,,ND,ND,,,,ND,ND,,,,,,,,ND,,ND,ND,,,,ND,ND,,ND,,,ND,ND,,,,,ND,,,,,,,,,,,ND,ND,ND,,,,,ND,,,,ND,,ND,,ND,ND,,,,ND,,ND,ND,,,,ND,,ND,,ND,,,,,,,,,ND,ND,ND,,,,ND,,,,,,ND,,ND,,,,,ND,ND,,,,,ND,ND,ND,ND,ND,,,,ND,,,,,,,ND,ND,,,,,,,,ND,,,,,,ND,ND,ND,ND,ND,ND,,ND,,ND,ND,ND,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Pass,ND,Pass,ND,Pass,ND,Pass,0,Pass,ND,Pass,ND,Pass,ND,Pass,ND,Pass,ND,Pass,ND,Pass
1143166,Blue Moods QC,MDS-1:10-BLU2211-S1,,Edible,Tincture,,,,,,539142,,11/9/2022,11/11/2022,"SG Scientific
1940 Union St Suite 25
Oakland 94607
CDPH-10003064",,Anresco Pick-Up,Anresco Pick-Up,Refrigerated,,3-4 day (standard),11/11/2022,,,,,,,,,,,,,,0,ND,0,0,,,158.02807,153.919,15.8028,,,24.9755,24.3261,2.49755,,,0.54097,0.526905,0.054097,,,ND,0,0,,,14.44287,14.0674,1.44429,,,24.77338,24.1293,2.47734,,,ND,0,0,,,50.0952,48.7927,5.00952,,,1.64322,1.6005,0.164322,,,2.1807,2.124,0.21807,,,1.45902,1.42109,0.145902,,,0.63,0.61362,0.063,,,179.932,175.254,179.932,,17.9932,17.9932,,,36.1691,35.2287,36.1691,,3.61691,3.61691,,,278.769,271.521,278.769,,27.8769,27.8769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142227,Mushroom Sweettarts,,,Edible,,,,,,,538821,,10/25/2022,11/7/2022,,,,Anresco Pick-Up,Refrigerated,,10 day (standard),11/7/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1142102,Moods by Chemistry. Pink 1:1 Tincture,MDS-1:1-PNK2210-TNT,1A4060300004D2B000002425,Edible,Tincture,,CBD,,,185.9g,538787,10/24/2022,10/24/2022,10/28/2022,"SG Distribution
1940 Union St , Unit 25
Oakland 94607
C11-0000713-LIC","SG Scientific
1940 Union St Suite 25
Oakland 94607
CDPH-10003064",Anresco Pick-Up,Anresco Pick-Up,Refrigerated,,3-4 day (standard),10/27/2022,,Pass,Pass,,Pass,Pass,Pass,Pass,Pass,,Pass,,,0,ND,0,0,0,0,5.3798,5.10543,0.53798,76.5815,76.5815,6.0208,5.71374,0.60208,85.7061,85.7061,ND,0,0,0,0,ND,0,0,0,0,6.0681,5.75863,0.60681,86.3794,86.3794,5.6202,5.33357,0.56202,80.0035,80.0035,ND,0,0,0,0,0.2218,0.210488,0.02218,3.15732,3.15732,0.1117,0.106003,0.01117,1.59005,1.59005,0.1362,0.129254,0.01362,1.93881,1.93881,0.3376,0.320382,0.03376,4.80574,4.80574,0.2336,0.221686,0.02336,3.3253,3.3253,10.66,10.1163,10.66,,1.066,1.066,151.745,151.745,10.997,10.4362,10.997,,1.0997,1.0997,156.542,156.542,23.8819,22.6639,23.8819,,2.38819,2.38819,339.959,339.959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Negative/25g,,,,,,,,,,,,ND,ND,ND,ND,,,ND,,,,,ND,,,,ND,ND,,ND,,ND,ND,,ND,,ND,ND,ND,ND,,,,ND,,,,ND,,,ND,,ND,,ND,,,,ND,,ND,ND,,,,ND,ND,,,,,,,,ND,,ND,ND,,,,ND,ND,,ND,,,ND,ND,,,,,ND,,,,,,,,,,,ND,ND,ND,,,,,ND,,,,ND,,ND,,ND,ND,,,,ND,,ND,ND,,,,ND,,ND,,ND,,,,,,,,,ND,ND,ND,,,,ND,,,,,,ND,,ND,,,,,ND,ND,,,,,ND,ND,ND,ND,ND,,,,ND,,,,,,,ND,ND,,,,,,,,ND,,,,,,ND,ND,ND,ND,ND,ND,,ND,,ND,ND,ND,,,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,Pass,ND,Pass,ND,Pass,ND,Pass,0,Pass,ND,Pass,ND,Pass,ND,Pass,ND,Pass,ND,Pass,ND,Pass
1140395,Pink Moods S1,MDS-1:1-PNK2210-S1,,Edible,Tincture,,,,,,538242,10/4/2022,10/4/2022,10/7/2022,"SG Scientific
1940 Union St Suite 25
Oakland 94607
CDPH-10003064",,Anresco Pick-Up,Anresco Pick-Up,Refrigerated,,3-4 day (standard),10/7/2022,,,,,,,,,,,,,,0,ND,,0,,,42.3524,,4.23524,,,35.6163,,3.56163,,,0.6199,,0.06199,,,ND,,0,,,48.6258,,4.86258,,,45.4387,,4.54387,,,0.275,,0.0275,,,1.6855,,0.16855,,,0.9152,,0.09152,,,0.876,,0.0876,,,2.4865,,0.24865,,,1.9084,,0.19084,,,73.5879,,73.5879,,7.35879,7.35879,,,88.4755,,88.4755,,8.84755,8.84755,,,180.8,,180.8,,18.08,18.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
